	Date	User	Tweet	Coordinates	Location
280	2023-01-12 08:48:04+00:00	ParmjitSagoo	"This week’s coping mechanisms…watching pandas playing in snow and porcupines eating apples! 

#producerlife #wellbeing"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
281	2023-01-11 23:57:09+00:00	Junxrrcarter	Apple Music pissing me off, where the fuck has bags and boxes 3 gone ? Never even had 2 on it . KMT	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
282	2023-01-11 16:57:42+00:00	gemilouisexo	@megggggggggie Its a samsung - cant work apple phones to save my life 😂	Coordinates(longitude=-1.2501363, latitude=52.921473)	
283	2023-01-07 13:44:25+00:00	clivebagley	@fabulucy Don't trust Apple anything.	Coordinates(longitude=-1.2585643, latitude=52.7435249)	Under a rock, near you
284	2023-01-06 18:31:33+00:00	TracyOShea10	@DavidHarpham77 The apple doesn't fall far from the tree as they say!	Coordinates(longitude=-1.272419, latitude=52.8998504)	Nottingham, England
285	2023-01-04 19:51:57+00:00	morg_gracexo	Any apple breaking moment is a favourite jongho moment😭 https://t.co/DIyKDc5li3	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
286	2023-01-02 21:26:27+00:00	PonyPonyPony4	Eep! Beyond the Ice Palace. Forgot all about the killer apple cores.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
287	2023-01-02 16:03:25+00:00	Junxrrcarter	the man who invented apple juice : https://t.co/bVwcLuy5xp	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
288	2023-01-02 14:47:11+00:00	BenofIHI	@OfficialMAOAM get rid of the apple flavoured stripes they taste like pish	Coordinates(longitude=-1.39999, latitude=52.70556)	Coalville, England
289	2022-12-30 11:41:40+00:00	SGomes88	As if my phone and Apple Watch that were entry to be delivered next week are being delivered int he next hour. Well it looks like Christmas came fashionably late for me. https://t.co/hHlRTo2PeL	Coordinates(longitude=-1.215135, latitude=52.580667)	In the Lab, East Midlands UK
290	2022-12-29 23:06:25+00:00	LRadrigan	@opt64 Thank you. I’ll ask apple to correct its translator.	Coordinates(longitude=-1.215135, latitude=52.580667)	Inglaterra, Reino Unido
291	2022-12-29 17:41:07+00:00	GlynBonser	@apple_shwn @Conservatives @reformparty_uk I agree Liebour are despicable! But as a nation we have to reach the bottom before people will react…and they will react!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
292	2022-12-29 17:31:26+00:00	GlynBonser	@apple_shwn @Conservatives @reformparty_uk As a conservative I will… we have to sink this ship and drown all the rats! The cons are now liberals anyway!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
293	2022-12-28 11:22:17+00:00	IanGas	At the gym with Apple shuffle on the earphones. Prince,Bowie and Faithless first out of the traps.Jeez. Head spinning as I play with my tiny weights surrounded by proper knucklehead grunters. Time for the rowing machine I think. #FAITHLESS	Coordinates(longitude=-1.2501363, latitude=52.921473)	
294	2022-12-28 08:55:40+00:00	MrThompsonESQ	@seanhowardphoto I have always used Waze but the infotainment in my car now shows turns on the dash from Apple Maps. Its is useful so using Apple Maps a little more now.	Coordinates(longitude=-1.2527788, latitude=52.6426634)	iPhone: 51.511330,-0.124031
295	2022-12-27 13:03:17+00:00	AshBxrnstein	X1 Marco Carola Special Circus Ticket for sale for today 👍🏻Message Me . PDF &amp; Apple wallet link available	Coordinates(longitude=-1.2527788, latitude=52.6426634)	Leicester, England
296	2022-12-25 00:58:06+00:00	PantherAS90	My Apple Replay of 2022 is now in and it perfectly sums up me and my year tbh 🤣 https://t.co/Bn8bz8yVu0	Coordinates(longitude=-1.20166, latitude=52.8892839)	Nottingham, England
297	2022-12-24 18:54:13+00:00	Junxrrcarter	iPhones playing the notification sound while you are blatantly using Apple Music is a scam. I thought this was a smart phone ? I don’t wanna hear that noise through my speaker	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
298	2022-12-24 17:59:00+00:00	GlynBonser	@apple_shwn @fatchaz61 @Conservatives @BorisJohnson #rishisunak that is how you wish the people of this nation Happy Xmas!!! Just go man!!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
299	2022-12-20 12:34:51+00:00	mtgallimore	@DGabrielliSmith West Bromwich Albion away is a traditionally big fixture for supporters. It usually sells out. Saturday 3pm too. It’s like comparing apples and bananas. It’s not difficult. Clearly we’re back to “I’m a better supporter than you” nonsense.	Coordinates(longitude=-1.3086257, latitude=52.8767723)	East Midlands
300	2022-12-19 23:34:37+00:00	mtgallimore	@butts31 Eusebio. What a player. And Cryuff. Kicked off the park by the West Germans in 74. He created Barcelona as we know it. Paved the way. Players not afforded the protections, the privileges, the pitches and the protein-diets of today. You cannot compare apples and oranges.	Coordinates(longitude=-1.3086257, latitude=52.8767723)	East Midlands
301	2022-12-19 13:28:24+00:00	Wayne_Gibson67	@Sophia_Nyx Apple	Coordinates(longitude=-1.215135, latitude=52.580667)	United Kingdom
302	2022-12-18 21:54:44+00:00	BiggyJs	"@renatogx @MassiveAttackUK This one:

 The revolution is not an apple that falls when it is ripe. You have to make it fall."	Coordinates(longitude=-1.215135, latitude=52.580667)	Fulton Ave, Leicester
303	2022-12-16 11:57:43+00:00	TravellerYash	New @AppleMusic feature ‘Sing’ allows me to rap @VivianDivine ‘s bars of majority of his songs. That’s cool as shit ! #sing #AppleMusicLive #applemusic https://t.co/xPnTwN8RCK	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
304	2022-12-15 20:13:59+00:00	darrendilieto	Pet hate: My Apple watch (series 4) telling me “well done 🫧” for washing my hands for 20 seconds when I'm doing the dishes. I know I can turn off the feature, but it's more effort than moaning about it on social media. 😩	Coordinates(longitude=-1.212948, latitude=52.639842)	United Kingdom
305	2022-12-11 15:06:35+00:00	nuthall1862	@LindaKosylo @kagey60 Yes but I have an Apple TV box that I can use to mirror my iPad screen too	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
306	2022-12-09 09:36:55+00:00	iFaceiro	@celerosmonk @Apple @stevejobs 100%. I’m an Apple user, but this is offensive. How can they think 30% is reasonable, especially smaller businesses/developers. Scrap that, 30% for anyone is ridiculous!!!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
307	2022-12-08 07:36:34+00:00	Junxrrcarter	@_2ALIVE_ @Chaotickeyblade @CultureCrave Apple are just not a good company. Hiked prices up, tried selling phones without chargers, they do all of their accounting in USD so in countries like the UK, you are paying more for no reason , greed	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
308	2022-12-06 11:13:36+00:00	leicestercoffee	"baking update -
🍎 apple | almond cake 

P. S. extremely delicious 🤤

#coffeeshop 
#bakery https://t.co/rtn2skzacF"	Coordinates(longitude=-1.215135, latitude=52.580667)	110 Granby Street, Leicester
309	2022-12-05 13:03:31+00:00	Junxrrcarter	@its_tiff_init It’s stress, Apple pay is even worse 😂	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
310	2022-12-05 11:30:39+00:00	Junxrrcarter	Updated to the latest version of IOS, just copied some text and it's asking “allow paste from” … nah this is why I get frustrated with shitty software updates, they said they got rid of this bug at least 2 updates ago - apple are falling off	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
311	2022-12-02 15:34:32+00:00	therealeuhnuj	@YuriYIsmael18 apple maps: “just walk you broke fat ass”	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
312	2022-12-01 11:32:18+00:00	thedanwhite	@PaulEmbery Ahh so you have worked out how to compare an apple to an orange and make them seem the same!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
313	2022-11-30 17:51:06+00:00	JazuhiraMiller	Wow my Apple Music replay looks the same as most other years https://t.co/l899EujWCz	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
314	2022-11-30 15:25:58+00:00	liban9ali	My 2022 Apple Music wrap up…. pretty obvious what was the point in my checking, 8 of the top 10 songs is from the same artist😂	Coordinates(longitude=-1.215135, latitude=52.580667)	Sultanate of Salahley
315	2022-11-30 08:26:11+00:00	CHarroeArts	"Hello friends. 

where I had got to b4 the dog broke my @Apple pencil. 

Enjoying the ‘play’ involved with this mini collection of @avril15NFT fanart - not bc of the competition but bc I’ve been enjoying the fun of creating.

In difficult times this really matters ❤️ https://t.co/bgcS4uJ6vQ"	Coordinates(longitude=-1.197173, latitude=52.823761)	
316	2022-11-30 07:40:30+00:00	CHarroeArts	"GM. 

No creating for me. Apple Pencil eaten by the dog.

Hope everyone else is in better spirits! Have a good day"	Coordinates(longitude=-1.197173, latitude=52.823761)	
317	2022-11-30 07:09:47+00:00	49Carolle	@DiningNearMe Apple and blackberry	Coordinates(longitude=-1.3086257, latitude=52.8767723)	
318	2022-11-29 21:11:07+00:00	CHarroeArts	"My dog ate my Apple Pencil. 

I cried like a baby. 

Is this a sign?"	Coordinates(longitude=-1.197173, latitude=52.823761)	
319	2022-11-29 08:26:24+00:00	nofiltersuk	"Morning. Prepping for a pork &amp; apple stew. Not a #kidneykitchen original but ticks the boxes and is a winner in my family. https://t.co/z9Y8fGqBZ7
Use very low salt stock cubes. We swap mash for crusty bread.
Make the day before for the best flavours.
#kidneycare #recipe #ckd https://t.co/JlO7GxL8pj"	Coordinates(longitude=-1.2501363, latitude=52.921473)	United Kingdom
320	2022-11-28 19:40:16+00:00	drchrisjcarter	My guess would be that they didn’t feel all that comfortable with Jeff23415 from Tucson paying $8 to change his profile and handle to Apple Support and then torching their rep, but what do I know 🤷🏻‍♂️ https://t.co/iu7O3Unnay	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, UK
321	2022-11-28 00:11:38+00:00	BrentPoland1	@GeorgeMonbiot A pineapple is not a type of apple in the same way National socialists are not Socialists! This is why we need political literacy lessons in the U.K.	Coordinates(longitude=-1.354791, latitude=52.89194)	Erewash Derbyshire
322	2022-11-27 07:59:18+00:00	NaturistHiking	@lucymuseuk I’ll take a listen later. I’m on Apple Music!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
323	2022-11-24 13:20:55+00:00	ibblyobbly	Apple, Amazon, Facebook showing interest in buying us. My daughter works for Tik Tok, told her to tell her bosses to get their finger out they're slacking🤣	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
324	2022-11-22 17:57:48+00:00	BaldHiker	"Apple, Pear and Blueberry Crumble Recipe
By @sally_laker 
https://t.co/2AY1dCUqkN"	Coordinates(longitude=-1.272419, latitude=52.8998504)	plodding somewhere
325	2022-11-18 19:54:32+00:00	gemmmma_louise	Why is sending a video on WhatsApp in 2022 the same struggle as sending a tune to your mates Sony Ericsson back in 2006 …. Sort it out apple/WhatsApp	Coordinates(longitude=-1.139845, latitude=52.665279)	Leicester
326	2022-11-15 16:05:52+00:00	liban9ali	LETSSS GOOOOOOOOOOOO 🧡🧡🧡🧡🧡🧡 i need this on apple music expeditously	Coordinates(longitude=-1.215135, latitude=52.580667)	Sultanate of Salahley
327	2022-11-15 09:49:33+00:00	cazeemtunde	Apples and oranges bro	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
328	2022-11-14 17:07:25+00:00	PantherAS90	Apple Music &gt;&gt;&gt;&gt; Spotify	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
329	2022-11-14 15:15:51+00:00	NickFitz	Another Monday and despite having to go to the dentist, another bunch of links unrelated to @itcontracting: https://t.co/128SCZLVgs - this week with apples, protons, and mysterious tiles 🔗	Coordinates(longitude=-1.215135, latitude=52.580667)	East Midlands, UK
330	2022-11-14 13:37:59+00:00	rachelsculpture	@Visit_Lincs @DiscoverGains @pat_wensor @MarshmanIJ @WestLindseyDC The Apple in the hand of the Pilgrim Woman does in fact represent a new beginning and growth. The Apple used for the modelling of the sculpture came from the mother tree of the new variety found in Nottinghamshire, a @400Pilgrim apple 🍎	Coordinates(longitude=-1.284211, latitude=52.905066)	East Midlands, England
331	2022-11-13 14:53:19+00:00	63Mason	FOR SALE: Apple iPhone 12 Pro Max - 256GB - Silver (Unlocked) USED Mint Condition #eBay #Auction #iPhone12ProMax https://t.co/SgqcUL54xU #eBay via @eBay_UK	Coordinates(longitude=-1.3089081, latitude=52.75478)	Leicester
332	2022-11-12 14:19:34+00:00	PeteMartinPhot1	New Apple TV 4K, seamless integration like I’ve come to expect. Love this thing! #AppleTV https://t.co/a238bxQiQP	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
333	2022-11-11 11:36:12+00:00	LilianGreenwood	Last week I joined @kidsfruit &amp; year 1 &amp; 2 at @Middleton_Prim for a fresh fruit tasting. Pineapple was the favourite, ahead of strawberries, mango, Pink Lady apples, blueberries &amp; grapes. None of us were v keen on sharon fruit! Free school fruit introduced by @ukLabour 20 yrs ago https://t.co/xM9YLoTzEH	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
334	2022-11-10 19:29:45+00:00	AdamWarwick86	@Rhys08840666 @HBeelie @frenchie316 @sueanstiss How many professional sides have the red roses faced so far In that World Cup ?  It’s not me who’s constantly comparing rugby and football or as you say apples and oranges 🥴	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
335	2022-11-08 18:49:35+00:00	BrentPoland1	@MorrishCharles @AaronBastani Nope it wouldn’t, Japan is x2 the size and x2 the population with the major centres on a coastal corridor! Also build in 1962 during Japan’s post ww2 re-industrialisation not 2042 in a post industrial digital society! Apples and pears	Coordinates(longitude=-1.354791, latitude=52.89194)	Erewash Derbyshire
336	2022-11-06 21:05:52+00:00	itisonlytree	"Didn't step foot outside my door today, but made 25 litres of apple juice! (Soon to be cider hopefully!)
#cidermaking #applepressing @ West Bridgford https://t.co/J2Lvya8TYY"	Coordinates(longitude=-1.13, latitude=52.92)	Nottngham
337	2022-11-06 09:05:30+00:00	PeterEdwards27	@coxy_apple @RunComPod 🤿 maybe?	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
338	2022-11-05 14:24:15+00:00	nigel73200304	"@dearaunty mircosoft 
apple 
facebook 
all failed 
as will 
#twitter"	Coordinates(longitude=-1.211646, latitude=52.5942331)	middle earth 
339	2022-11-05 11:56:00+00:00	PeterEdwards27	@DeeringRob @nycmarathon Have a brilliant run and experience in the big apple 🍏	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham
340	2022-11-03 18:21:03+00:00	The_MOFAD	Classic old fashioned cider. - Drinking a Stan's Big Apple by @thatchers_cider @ The Old Horse  — https://t.co/7Ysf2Z8kHJ	Coordinates(longitude=-1.1155566, latitude=52.6246643)	
341	2022-10-28 15:09:35+00:00	Kielos85	Is it acceptable if you miss lunch to have 3 boosts (the choc not the vile energy drinks) a packet of salt and shake and an apple on the way home?	Coordinates(longitude=-1.211646, latitude=52.5942331)	Leicester, England
342	2022-10-25 14:45:25+00:00	63Mason	Just ordered the new iPhone 14 Pro Max 1TB in Silver 😁 I’m so excited can’t wait for it to arrive @Apple #iphone14promax	Coordinates(longitude=-1.3089081, latitude=52.75478)	Leicester
343	2022-10-25 10:03:54+00:00	63Mason	@Apple Do you have the iPhone 14 Pro Max available for delivery yet? @AppleSupport	Coordinates(longitude=-1.3089081, latitude=52.75478)	Leicester
344	2022-10-19 15:11:57+00:00	63Mason	Shelby and Charlie enjoying some Kale then later they will have some chopped apple 😊 I’ve ordered some Too Soil for them and a table for them to walk around as well #HorsfieldTortoises #Tortoise #Reptiles https://t.co/R9diRFW5Pr	Coordinates(longitude=-1.3089081, latitude=52.75478)	Leicester
345	2022-10-05 11:27:31+00:00	mickfox200	@grezza2120 @Kmariealvey Don't forget to let the apple pie cool down for 3 hours before attempting to eat it..! 😳😂	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
346	2022-09-17 16:55:11+00:00	sh41khy	@FarhaanC_ Sign from apple to get the new iPhone mate👍🏼	Coordinates(longitude=-1.215135, latitude=52.580667)	
347	2022-09-17 13:45:38+00:00	JustinDonne	5 things you didn’t know about apples… 🍎 🍏 @ Nottingham, United Kingdom https://t.co/SRLJADHbbX	Coordinates(longitude=-1.1453, latitude=52.9492)	Nottingham, England
348	2022-09-16 20:23:31+00:00	yesitsmeguru	@app_settings Don't show this to the apple Fanboys	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
349	2022-09-16 18:52:16+00:00	PeterSimmo	@apple_franca Not enough rain this year I’d say.  Short season.	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
350	2022-09-16 14:17:28+00:00	SuperSaf	"Apple Watch Series 8 is also here 😎 
(Graphite Stainless Steel Case with Graphite Milanese Loop)

Who else has got one? 🤔

(🔊 AUDIO ON for ASMR 🔊) https://t.co/8XVglS2bBa"	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, UK
351	2022-09-16 08:25:22+00:00	JamesStokesLX	God it's so weird how all these individual bad apples keep emerging from this totally sound and healthy orchard	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
352	2022-09-15 18:39:44+00:00	Junxrrcarter	Aint no way apple are about to release a phone going into 2023 with a 60hz refresh rate. Scam phone	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
353	2022-09-15 16:27:24+00:00	Junxrrcarter	Oh no, my Apple ID has been locked. What am I going to do. https://t.co/JcqpSHfDA8	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
354	2022-09-14 22:16:14+00:00	Junxrrcarter	@xlizagx What am I gonna do for apple juice now 😪🤣	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
355	2022-09-10 11:04:51+00:00	Junxrrcarter	@Apple add the word fuck to the iPhone , I’m SICK of seeing the word duck. What kind of smart phone is this	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
356	2022-09-08 19:06:14+00:00	Junxrrcarter	Eve Jobs is not here for the iPhone 14, apple clearly need to do better.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
357	2022-09-08 09:44:10+00:00	Junxrrcarter	Yeah I’m tweeting from an iPhone , doesn’t mean I think the sun shines out of apples backside, they are genuinely a shit company. Even their tech support quality has degraded	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
358	2022-09-08 09:42:51+00:00	Junxrrcarter	So it looks like @Apple are making an extra £150 for no reason , on every single new iphone they sell in the UK . Terrible company	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
359	2022-09-08 09:42:50+00:00	Junxrrcarter	I still want to know why @apple FULLY OVERCHARGE their UK customers by using the dead excuse of “we do all of our accounting in USD” . Check this daylight robbery out :	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
360	2022-09-07 17:40:33+00:00	Junxrrcarter	Apple have lost their minds with this one.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
361	2022-09-07 14:01:36+00:00	PeteMartinPhot1	@Apple Can’t wait!!	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
362	2022-09-07 08:17:43+00:00	jimbouk1980	Apple Event tonight! It’s like a mini Christmas! What new things will be going on my list! @Apple	Coordinates(longitude=-1.2501363, latitude=52.921473)	The World!
363	2022-09-05 11:00:21+00:00	BrewCavern	"Discover a new fave beer this weekend? Top 3 sellers:

Verdant X Track Equals Pi IPA
Black Iris X Pomona Island Thrashin’ Fruit Passionfruit &amp; Vanilla Sour IPA
Vault City X Ed Gamble Canned Laughter Apple &amp; Guava Session Sour

Available now https://t.co/2vrjFjSl49 https://t.co/rmQ8y9A1DM"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Flying Horse Walk, Nottingham
364	2022-09-02 09:19:44+00:00	Junxrrcarter	@Apple teach your so called smartphones the word “fucking” because nobody uses the word “ducking” kmt	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
365	2022-09-01 19:04:23+00:00	MooresNurseries	"Fruit trees now £25, down from £39.99.

Reduced to clear. 

Apple
Pear
Plum

Several varieties available.
#fruittree #fruit #tree #gardener #gardencentre #nottingham #notts #nottinghamshire #leicestershire #leicester #garden #gyo #growyourown #homegrown #fruits #apple #pear #plum https://t.co/3bZrcpB52k"	Coordinates(longitude=-1.0510009, latitude=52.8721042)	Stanton on the Wolds
366	2022-09-01 12:52:59+00:00	elainesfruit	"First lot of English Russet apples have arrived! 
#elainesfruit #russet #russetapples #apple #englishapple #fruit #kent @ Elaines fruit and veg https://t.co/kbRD0W1SdW"	Coordinates(longitude=-1.1350649, latitude=52.6172891)	Leicester, England
367	2022-09-01 10:32:48+00:00	STGDayNursery	Our Preschoolers at Enderby have been learning about the Jewish festival called Rosh Hashanah. One of the customs of this festival is eating apple slices dipped in honey. Here are some drawings the children created of this lovely tradition 🍎🍯 https://t.co/augXL7rrHV	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester & Nottingham
368	2022-09-01 00:26:07+00:00	RoksieA	"DEAR BEAUTY, I just want you to know that people’s opinion of you will not CHANGE the way God sees you. You’re the apple of his eyes and he’s gonna see you through❤️. You’re gonna come our STRONG . 
#BeautyTukura𓃵 
#Bbnaija"	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
369	2022-08-26 21:25:17+00:00	markyb73	@DavidWoodhead26 @BWallArthur What a strange response about apples.	Coordinates(longitude=-1.3086257, latitude=52.8767723)	United Kingdom
370	2022-08-17 12:36:22+00:00	gingergardener1	The vegetable garden is still producing a great selection of produce for the chefs. Shallots and red onions braided and the white onions drying out, Mammoth beetroot,the first crop of apples and blackberries which the chefs made an excellent jam out of. #LCFC #growyourown #fruit https://t.co/fVVt3r0AVu	Coordinates(longitude=-1.077661, latitude=52.742663)	
371	2022-08-16 16:31:09+00:00	julesprichards	"@CityMayorLeic @LeicsCountyBike @Leicester_News @RusheyMeadAcad Many thanks. Fallen apple trees removed today.
If the low hanging trees can be sorted that would be ⭐️⭐️⭐️⭐️⭐️ https://t.co/AB5nT1DOZk"	Coordinates(longitude=-1.108767, latitude=52.668577)	Leicester
372	2022-08-16 09:10:39+00:00	AdySaisons	@RICHEYHELL @Spectreman_ Hand that straight over to Apple... who don't pay any tax 😁	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
373	2022-08-16 07:46:47+00:00	mocktanza	@rossltmoss @firstdirect @claudiaooc But ios16 hasn’t been released yet. It’s a public beta and as apple says - you shouldn’t install it on your every day device.	Coordinates(longitude=-1.2501363, latitude=52.921473)	52.902319,-1.44155
374	2022-08-15 20:31:09+00:00	AdySaisons	@RICHEYHELL @Spectreman_ It's on Apple TV... I don't have that so would have to check other streaming services	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
375	2022-08-14 22:23:22+00:00	ru17maa	@dinasfoodstory Omg these grow in abundance on the trees outside my house! Yes miniature apples really delicious 🤤	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
376	2022-08-13 17:16:09+00:00	Junxrrcarter	Apple weather is very dramatic because they have the UK looking like the UAE https://t.co/ozrFeQHb7z	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
377	2022-08-12 19:28:04+00:00	The_MOFAD	Festival cider like it’s the 90s… - Drinking a Medium Apple Cider by Inch's @ dishley pool  — https://t.co/a9K8X3MYii	Coordinates(longitude=-1.2314122, latitude=52.7878418)	
378	2022-08-12 19:06:17+00:00	slothguy45	@Benoslays @thesecksy @BattyEnit @Ronjimie 20 chicken nuggets 2 chicken mayos large strawberry milk shake large fries apple pie	Coordinates(longitude=-1.215135, latitude=52.580667)	jungle
379	2022-08-12 17:03:00+00:00	AdySaisons	@Sc0ttsapp I'm partial to the occasional apple myself! Cheers 🍻	Coordinates(longitude=-1.215135, latitude=52.580667)	Garage of Doom, Leicester, UK
380	2022-08-11 23:10:07+00:00	Junxrrcarter	I know I’ve been angry with apple recently but the iphone 14 pro max in purple is immense 😩😩😍😍😍	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
381	2022-08-11 22:12:23+00:00	NHSAndrew	@jo_dilley @jillianfloody @Procreate on iPad with Apple Pencil but well worth it for the drawing pleasure. You need to follow YouTube tutorials about layering as that takes some getting used too when drawing digitally	Coordinates(longitude=-1.162668, latitude=52.547712)	UK
382	2022-08-11 13:06:40+00:00	Rob_Simpson94	One more reason to despair about companies like Apple continue to do business in the PR China. Taiwan, is Taiwan. PR China is PR China. Cowing to their tyranny won't spare you when the CCP attack. We must stand united under the flag of democracy. 🇹🇼 #freedom #TaiwanIsNotChina https://t.co/MRA5BXwMuV	Coordinates(longitude=-1.211646, latitude=52.5942331)	United Kingdom
383	2022-08-11 12:33:18+00:00	AbbieTutt	"Of course I’ve waited till my zero day to manage to go to apple to sort my airpods out - only for them to suddenly work. 

Staying though just to troubleshoot …."	Coordinates(longitude=-1.215135, latitude=52.580667)	Kent. England
384	2022-08-07 15:29:18+00:00	gemilouisexo	@PierceFergal It was pork, stuffing and apple sauce. So nice 😊	Coordinates(longitude=-1.2501363, latitude=52.921473)	
385	2022-08-06 08:04:31+00:00	cazeemtunde	Lol,this dude is back again. Always comparing apples to oranges.	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
386	2022-08-03 16:58:19+00:00	K3TTS	@EE when I signed up to broadband and Apple TV I got BT sport included now it’s saying I don’t have a subscription since I went sim only on my phone…help I need football back	Coordinates(longitude=-1.225017, latitude=52.564571)	leicester
387	2022-08-03 14:00:08+00:00	Junxrrcarter	Apple are so annoying because we all know they have a handset they are testing right now with the cameras and sensors UNDERNEATH the screen, this is classic textbook apple drip feeding us technology they already have. Pricks	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
388	2022-08-03 13:26:36+00:00	Junxrrcarter	£80 for an iPhone 8 is crazy, Apple's trade in programmes have always been awful. They will recon your handset and sell it for profit. Pagans	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
389	2022-08-02 14:26:32+00:00	DRtilewa	@elben17 For me I find Google drive/ waze more reliable. And if car has android auto/ apple play you get the big screen	Coordinates(longitude=-1.215135, latitude=52.580667)	East Midlands, England
390	2022-08-02 08:36:28+00:00	esthersamsonPR	@AsdaServiceTeam Feels so outdated - most stores will use Apple Pay for refunds now!	Coordinates(longitude=-1.2501363, latitude=52.921473)	Nottingham, England
391	2022-08-01 09:33:25+00:00	CrissAnatomy	I know a lot of people think that pictures taken from apple phone is very good but I think it's over processed and unrealistic.	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
392	2022-07-31 21:03:50+00:00	RJS2212	@1982beckyboo @Sheena2907 @MrsDMaths @AMercerMaths @missradders @karenshancock @VMN_alex Hmmmmm not sure you can earn “forgiveness” with a liking for Apple Tango !! https://t.co/cPPg8DJrLi	Coordinates(longitude=-1.14452, latitude=52.569949)	Leicestershire
393	2022-07-29 14:20:31+00:00	Junxrrcarter	Why tf does apple music not know how to rewind a song when on shuffle kmt	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
394	2022-07-29 06:58:40+00:00	Stylishchick	Amazon and Apple report huge losses because China is unable to meet their demands for products. It is time we started to make and buy only British goods from small independents. If we want change and our own economy to be strong we have to stop buying cheap goods.  #fridaymorning	Coordinates(longitude=-1.215135, latitude=52.580667)	Leicester, England
395	2022-07-28 01:47:06+00:00	Junxrrcarter	@LuciousXVIII french vanilla, coconut, pineapple, apple, mango, white grape. Using apple juice as a mixer is 🔥	Coordinates(longitude=-1.2501363, latitude=52.921473)	Santos, Brasil
396	2022-07-27 08:22:02+00:00	SteveB2Notts	"Let’s compare apples and oranges.
#JeremyVine"	Coordinates(longitude=-1.20166, latitude=52.8892839)	Clifton Nottingham England
